Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company name
BMW 5 Series 520d Luxury Line,Mumbai,2012,66889,Diesel,Automatic,First,22.4,1995.0,190.0,5.0,33.5,BMW
Maruti Baleno Alpha 1.3,Ahmedabad,2018,32000,Diesel,Manual,First,27.3,1248.0,74.0,5.0,6.75,Maruti
Audi A4 2.0 TDI 177 Bhp Technology Edition,Pune,2013,87001,Diesel,Automatic,First,17.1,1968.0,174.33,5.0,25.0,Audi
Audi A4 2.0 TDI Multitronic,Hyderabad,2013,55000,Diesel,Automatic,Second,16.5,1968.0,140.0,5.0,13.5,Audi
Skoda Rapid 1.6 MPI Ambition,Jaipur,2018,4000,Petrol,Manual,First,15.4,1598.0,103.52,5.0,4.68,Skoda
Maruti Ertiga SHVS VDI,Kochi,2017,27778,Diesel,Manual,First,24.5,1248.0,88.5,7.0,8.15,Maruti
Maruti Ciaz 1.4 Zeta,Mumbai,2017,5000,Petrol,Manual,First,20.7,1373.0,91.1,5.0,9.28,Maruti
Maruti Ciaz ZXi,Pune,2014,72000,Petrol,Manual,First,20.7,1373.0,91.1,5.0,6.0,Maruti
Mercedes-Benz A Class A200 CDI Sport,Chennai,2015,21000,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58,Mercedes-Benz
Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59299,Diesel,Manual,First,12.9,2494.0,100.6,7.0,12.5,Toyota
BMW 3 Series 320d Prestige,Ahmedabad,2014,75000,Diesel,Automatic,First,18.8,1995.0,184.0,5.0,16.75,BMW
Maruti Alto 800 2016-2019 LXI,Kochi,2019,3413,Petrol,Manual,First,24.0,796.0,47.3,5.0,2.9,Maruti
Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2014,62000,Diesel,Manual,First,22.0,1498.0,89.84,5.0,6.5,Ford
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,105001,Diesel,Automatic,First,11.0,2953.0,153.86,7.0,9.2,Ford
Audi Q5 2.0 TDI,Mumbai,2013,89000,Diesel,Automatic,First,14.1,1968.0,174.3,5.0,35.0,Audi
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,21000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,4.95,Hyundai
Mahindra XUV500 W8 4WD,Kolkata,2014,50000,Diesel,Manual,First,15.0,2179.0,140.0,7.0,9.65,Mahindra
Maruti Vitara Brezza ZDi,Hyderabad,2016,70687,Diesel,Manual,First,24.0,1248.0,88.5,5.0,8.9,Maruti
Toyota Etios Liva 1.4 VXD,Pune,2016,104350,Diesel,Manual,First,23.5,1364.0,67.04,5.0,5.6,Toyota
Tata Indigo CS LX (TDI) BS III,Chennai,2011,150000,Diesel,Manual,Second,19.0,1396.0,69.0,5.0,1.5,Tata
Honda City ZX GXi,Delhi,2008,81000,Petrol,Manual,First,17.0,1497.0,78.0,5.0,1.8,Honda
Toyota Corolla Altis G,Kolkata,2008,89000,Petrol,Manual,Second,14.5,1798.0,138.1,5.0,6.75,Toyota
Hyundai Grand i10 Asta,Kochi,2017,35223,Petrol,Manual,First,18.0,1197.0,82.0,5.0,5.64,Hyundai
Hyundai i20 Sportz 1.2,Kolkata,2015,48000,Petrol,Manual,First,18.0,1197.0,81.83,5.0,6.75,Hyundai
Volkswagen Polo 1.5 TDI Comfortline,Delhi,2015,60000,Diesel,Manual,First,20.1,1498.0,88.8,5.0,4.0,Volkswagen
Maruti Celerio X VXI Option,Mumbai,2018,7000,Petrol,Manual,First,23.0,998.0,67.0,5.0,5.6,Maruti
Chevrolet Sail Hatchback 1.2,Kochi,2015,47572,Petrol,Manual,First,18.0,1199.0,82.5,5.0,5.6,Chevrolet
Mahindra Scorpio VLX Special Edition BS-IV,Delhi,2010,72727,Diesel,Manual,Second,15.0,2179.0,120.0,8.0,5.6,Mahindra
Volkswagen Ameo 1.5 TDI Comfortline,Mumbai,2018,4708,Diesel,Manual,First,21.6,1498.0,108.62,5.0,5.8,Volkswagen
Maruti Wagon R LXI,Delhi,2009,55000,Petrol,Manual,Second,18.0,998.0,67.1,5.0,1.25,Maruti
Honda Brio S Option MT,Coimbatore,2013,44198,Petrol,Manual,Second,18.0,1198.0,86.8,5.0,2.9,Honda
Maruti Ertiga VXI,Ahmedabad,2015,35000,Petrol,Manual,First,16.0,1373.0,93.7,7.0,5.5,Maruti
Hyundai Santro Xing GL,Ahmedabad,2013,63831,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.45,Hyundai
Ford Figo Aspire 1.2 Ti-VCT Titanium,Delhi,2017,17540,Petrol,Manual,First,18.1,1196.0,86.8,5.0,6.7,Ford
Tata Tiago AMT 1.2 Revotron XTA,Mumbai,2017,14000,Petrol,Automatic,First,23.8,1199.0,84.0,5.0,5.6,Tata
Hyundai Santro Xing XL,Bangalore,2007,47000,Petrol,Manual,Second,0.0,1086.0,94.0,5.0,1.3,Hyundai
Chevrolet Beat LT,Chennai,2010,75422,Petrol,Manual,Second,18.0,1199.0,79.4,5.0,3.32,Chevrolet
Nissan Micra Diesel XV,Hyderabad,2011,67000,Diesel,Manual,Second,23.0,1461.0,63.1,5.0,3.5,Nissan
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,79999,Diesel,Manual,First,12.9,2494.0,100.0,8.0,9.5,Toyota
Hyundai Xcent 1.2 VTVT E,Kolkata,2017,5044,Petrol,Manual,First,20.1,1197.0,81.86,5.0,5.0,Hyundai
Maruti Ciaz VXi,Kolkata,2016,31601,Petrol,Manual,First,20.7,1373.0,91.1,5.0,5.6,Maruti
BMW 5 Series 2013-2017 520d Luxury Line,Delhi,2014,70000,Diesel,Automatic,First,18.1,1995.0,190.0,5.0,35.84,BMW
Toyota Camry Hybrid 2.5,Ahmedabad,2016,16000,Petrol,Automatic,First,19.1,2487.0,175.67,5.0,26.11,Toyota
Toyota Corolla Altis D-4D G,Mumbai,2016,31700,Diesel,Manual,First,21.4,1364.0,87.2,5.0,6.53,Toyota
Hyundai Verna 1.6 SX CRDi (O),Kochi,2014,76969,Diesel,Manual,First,22.3,1582.0,126.32,5.0,5.8,Hyundai
Volkswagen Vento 1.5 TDI Highline AT,Kolkata,2015,37000,Diesel,Automatic,First,21.2,1498.0,103.2,5.0,9.45,Volkswagen
Nissan Teana XL,Mumbai,2014,23000,Petrol,Automatic,First,11.0,2496.0,179.5,5.0,5.6,Nissan
Hyundai i20 1.2 Sportz Option,Coimbatore,2014,59098,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25,Hyundai
Tata Manza Club Class Safire90 LX,Kochi,2010,142299,Petrol,Manual,First,13.0,1368.0,88.76,5.0,5.6,Tata
Ford Figo Diesel ZXI,Jaipur,2011,75731,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.8,Ford
Hyundai i20 Asta 1.2,Coimbatore,2017,69627,Petrol,Manual,First,18.0,1197.0,81.83,5.0,4.65,Hyundai
Ford Fiesta Classic 1.6 SXI Duratec,Mumbai,2011,49000,Petrol,Manual,First,15.0,1596.0,99.6,5.0,5.6,Ford
Mercedes-Benz B Class B180 Sports,Mumbai,2015,25700,Petrol,Automatic,First,11.0,1595.0,120.7,5.0,5.6,Mercedes-Benz
Hyundai i20 Magna,Delhi,2012,80800,Petrol,Manual,First,18.0,1197.0,82.85,5.0,2.65,Hyundai
Maruti Swift Dzire VDI,Hyderabad,2013,110896,Diesel,Manual,First,23.0,1248.0,74.0,5.0,7.39,Maruti
Hyundai Santro Xing GLS,Kolkata,2009,62261,Petrol,Manual,First,17.9,1086.0,62.1,5.0,2.22,Hyundai
Maruti Baleno Alpha,Kochi,2017,27610,Petrol,Manual,First,21.0,1197.0,83.1,5.0,7.5,Maruti
Honda Accord 2.4 Elegance M/T,Kochi,2011,89219,Petrol,Manual,First,10.0,2354.0,180.0,5.0,3.99,Honda
Nissan Micra XL CVT,Hyderabad,2018,6700,Petrol,Automatic,First,19.3,1198.0,75.94,5.0,5.6,Nissan
Maruti Zen Estilo LXI BS IV,Pune,2011,51599,Petrol,Manual,First,19.0,998.0,67.1,5.0,1.46,Maruti
Hyundai Elantra CRDi SX,Kolkata,2013,37489,Diesel,Manual,First,22.0,1582.0,126.24,5.0,8.44,Hyundai
Tata Indica V2 DiCOR DLG BS-III,Mumbai,2016,98000,Diesel,Manual,First,17.0,1396.0,70.0,5.0,5.6,Tata
Tata Nano Lx,Hyderabad,2012,25183,Petrol,Manual,First,26.0,624.0,35.0,4.0,0.44,Tata
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,52100,Diesel,Automatic,Second,18.1,1995.0,190.0,5.0,35.84,BMW
Honda Amaze S i-Dtech,Pune,2014,60000,Diesel,Manual,First,25.0,1498.0,98.6,5.0,5.4,Honda
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2013,51000,Diesel,Manual,First,22.0,1199.0,73.9,5.0,2.79,Volkswagen
Tata Indica Vista Quadrajet LX,Mumbai,2012,70000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,5.6,Tata
Audi Q3 30 TDI S Edition,Jaipur,2015,95000,Diesel,Manual,First,17.3,1968.0,138.13,5.0,5.6,Audi
Honda City i DTEC SV,Jaipur,2014,66346,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.99,Honda
Honda Amaze SX i-DTEC,Hyderabad,2015,69150,Diesel,Manual,First,25.0,1498.0,98.6,5.0,3.5,Honda
Hyundai i20 Asta Option 1.2,Bangalore,2016,31000,Petrol,Manual,First,18.0,1197.0,81.83,5.0,6.0,Hyundai
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2013,49000,Diesel,Automatic,Second,18.1,1995.0,190.0,5.0,35.84,BMW
Honda Brio S MT,Kochi,2014,63058,Petrol,Manual,First,19.0,1198.0,86.8,5.0,2.39,Honda
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Delhi,2016,22000,Diesel,Automatic,First,19.7,2143.0,201.15,5.0,37.93,Mercedes-Benz
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,73026,Petrol,Manual,First,16.4,1198.0,74.0,5.0,6.0,Volkswagen
Hyundai i10 Magna AT,Coimbatore,2011,21762,Petrol,Automatic,Second,19.0,1197.0,80.0,5.0,2.99,Hyundai
Hyundai Verna 1.6 SX VTVT,Coimbatore,2018,29738,Petrol,Manual,First,17.0,1591.0,121.3,5.0,4.95,Hyundai
Hyundai i20 1.2 Magna Executive,Mumbai,2018,16053,Petrol,Manual,First,18.0,1197.0,81.83,5.0,6.27,Hyundai
BMW 5 Series 525d Sedan,Kochi,2012,61665,Diesel,Automatic,First,16.7,2993.0,218.0,5.0,33.5,BMW
Maruti Swift Dzire Vdi BSIV,Delhi,2015,51000,Diesel,Manual,First,19.0,1248.0,73.9,5.0,2.85,Maruti
Honda BRV i-DTEC V MT,Bangalore,2016,34820,Diesel,Manual,First,21.0,1498.0,98.6,7.0,5.6,Honda
Maruti Ertiga VXI,Mumbai,2018,12000,Petrol,Manual,First,17.0,1373.0,91.1,7.0,5.5,Maruti
Maruti Swift Dzire VDI Optional,Hyderabad,2017,32287,Diesel,Manual,First,26.5,1248.0,74.0,5.0,8.51,Maruti
Toyota Etios Liva GD,Jaipur,2012,121134,Diesel,Manual,First,23.5,1364.0,94.0,5.0,3.8,Toyota
BMW X3 xDrive20d,Coimbatore,2015,74485,Diesel,Automatic,First,16.0,1995.0,184.0,5.0,28.79,BMW
Chevrolet Beat Diesel LS,Chennai,2011,63000,Diesel,Manual,First,25.4,936.0,57.6,5.0,3.15,Chevrolet
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,53190,Diesel,Automatic,First,18.5,1968.0,147.51,5.0,27.0,Audi
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2016,26900,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,28.0,Mercedes-Benz
BMW 3 Series GT 320d Sport Line,Hyderabad,2015,40000,Diesel,Automatic,First,19.5,1995.0,184.0,5.0,5.6,BMW
Hyundai Grand i10 Asta Option,Coimbatore,2016,40587,Petrol,Manual,First,18.0,1197.0,82.0,5.0,5.88,Hyundai
Hyundai Grand i10 Asta,Hyderabad,2015,27000,Petrol,Manual,First,18.0,1197.0,82.0,5.0,5.64,Hyundai
Toyota Etios Liva VD,Coimbatore,2016,29108,Diesel,Manual,First,23.5,1364.0,67.04,5.0,5.6,Toyota
Datsun GO T Petrol,Mumbai,2015,18000,Petrol,Manual,First,19.8,1198.0,67.0,5.0,5.6,Datsun
Maruti Ignis 1.2 Alpha,Kolkata,2017,10500,Petrol,Manual,First,20.8,1197.0,81.8,5.0,5.7,Maruti
Maruti A-Star Zxi,Chennai,2009,60000,Petrol,Manual,Third,19.0,998.0,66.1,5.0,5.6,Maruti
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,61000,Petrol,Automatic,Third,13.0,1799.0,130.3,5.0,4.5,Honda
Maruti Alto 800 LXI,Kolkata,2017,5000,Petrol,Manual,First,22.7,796.0,47.3,5.0,3.26,Maruti
Jaguar XE 2.0L Diesel Prestige,Pune,2018,24001,Diesel,Automatic,First,13.0,1999.0,177.0,5.0,40.0,Jaguar
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2011,76000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.8,Hyundai
Ford EcoSport 1.0 Ecoboost Titanium Plus,Hyderabad,2014,56000,Petrol,Manual,First,18.8,999.0,123.24,5.0,8.5,Ford
Mahindra KUV 100 mFALCON G80 K4 5str,Mumbai,2016,30000,Petrol,Manual,First,18.1,1198.0,82.0,5.0,5.6,Mahindra
Maruti Vitara Brezza VDi Option,Hyderabad,2017,44263,Diesel,Manual,First,24.0,1248.0,88.5,5.0,9.58,Maruti
Ford Figo Diesel ZXI,Hyderabad,2011,97899,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.8,Ford
Volkswagen Vento Diesel Highline,Jaipur,2011,157301,Diesel,Manual,Second,20.5,1598.0,103.6,5.0,4.7,Volkswagen
Ford Fiesta 1.4 SXI Duratorq,Jaipur,2008,135000,Diesel,Manual,First,17.0,1399.0,94.0,5.0,5.6,Ford
Fiat Avventura FIRE Dynamic,Pune,2016,35000,Petrol,Manual,Second,14.0,1368.0,88.8,5.0,5.6,Fiat
Honda Civic 2006-2010 1.8 V MT,Pune,2009,106000,Petrol,Manual,First,13.0,1799.0,130.0,5.0,3.35,Honda
Honda CR-V Diesel,Kolkata,2016,121590,Diesel,Manual,First,18.0,2000.0,148.0,5.0,5.6,Honda
Maruti Wagon R LXI,Delhi,2012,64692,Petrol,Manual,First,22.0,998.0,67.04,5.0,1.25,Maruti
Hyundai i10 Magna,Mumbai,2010,41000,Petrol,Manual,First,20.3,1197.0,78.9,5.0,3.55,Hyundai
Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2018,25143,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,8.89,Volkswagen
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,4.7,Volkswagen
Hyundai Accent CRDi,Pune,2005,109000,Diesel,Manual,Second,13.0,1493.0,82.0,5.0,1.8,Hyundai
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,69062,Diesel,Manual,First,22.0,1498.0,89.84,5.0,5.5,Ford
Jaguar XF 2.2 Litre Luxury,Kochi,2015,34386,Diesel,Automatic,First,16.3,2179.0,187.7,5.0,29.98,Jaguar
Maruti Baleno Alpha 1.2,Delhi,2016,20185,Petrol,Manual,First,21.0,1197.0,83.1,5.0,7.74,Maruti
Hyundai Grand i10 CRDi Magna,Hyderabad,2013,41585,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6,Hyundai
Hyundai EON Era,Kolkata,2011,24000,Petrol,Manual,First,21.0,814.0,55.2,5.0,2.5,Hyundai
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2016,40000,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0,Mercedes-Benz
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2012,37000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,30.0,Mercedes-Benz
Ford EcoSport 1.5 Diesel Titanium,Chennai,2015,67630,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.99,Ford
Maruti Celerio VXI AT,Coimbatore,2016,24192,Petrol,Automatic,First,23.0,998.0,67.04,5.0,4.25,Maruti
Maruti Vitara Brezza VDi Option,Hyderabad,2017,32248,Diesel,Manual,First,24.0,1248.0,88.5,5.0,9.58,Maruti
Mahindra Xylo E9,Mumbai,2013,28000,Diesel,Manual,First,13.0,2179.0,120.0,8.0,5.6,Mahindra
Hyundai Creta 1.6 SX Automatic,Kochi,2018,36471,Petrol,Automatic,First,14.0,1591.0,121.3,5.0,5.6,Hyundai
Honda Mobilio V i VTEC,Kochi,2015,69689,Petrol,Manual,First,17.0,1497.0,117.3,7.0,5.6,Honda
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Kochi,2015,69095,Diesel,Automatic,First,11.0,2987.0,254.8,7.0,38.75,Mercedes-Benz
Hyundai i20 Magna,Kolkata,2010,46000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,2.65,Hyundai
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2008,65000,Petrol,Automatic,Third,10.1,3498.0,364.9,5.0,19.0,Mercedes-Benz
Volkswagen Vento 1.5 TDI Highline,Chennai,2015,119258,Diesel,Manual,First,20.6,1498.0,108.5,5.0,7.95,Volkswagen
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2015,38339,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,32.0,Mercedes-Benz
Toyota Etios V,Mumbai,2012,59503,Petrol,Manual,First,16.7,1496.0,88.73,5.0,6.37,Toyota
Tata Indica Vista Aqua TDI BSIII,Chennai,2010,93600,Diesel,Manual,Third,17.0,1405.0,71.0,5.0,5.6,Tata
Volkswagen Passat 1.8 TSI MT,Coimbatore,2011,58865,Petrol,Manual,First,14.0,1798.0,160.0,5.0,3.5,Volkswagen
Maruti Alto LXi,Coimbatore,2012,64631,Petrol,Manual,First,19.0,796.0,46.3,5.0,1.25,Maruti
Skoda Laura 1.9 TDI MT Elegance,Pune,2007,124298,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,5.6,Skoda
Maruti Wagon R LX,Jaipur,2003,50000,Petrol,Manual,Second,18.0,998.0,67.1,5.0,1.11,Maruti
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2013,40001,Diesel,Manual,First,21.6,1461.0,84.8,5.0,4.25,Nissan
Honda Brio VX,Bangalore,2015,62659,Petrol,Manual,First,19.0,1198.0,86.8,5.0,3.25,Honda
Hyundai i10 Sportz,Kochi,2014,68138,Petrol,Manual,First,20.3,1197.0,78.9,5.0,3.25,Hyundai
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2014,34000,Diesel,Automatic,First,15.2,2143.0,203.2,5.0,35.0,Mercedes-Benz
Volkswagen Vento Petrol Comfortline,Mumbai,2013,67000,Petrol,Manual,First,15.0,1598.0,103.6,5.0,3.99,Volkswagen
Honda Mobilio S i DTEC,Delhi,2015,64141,Diesel,Manual,First,24.0,1498.0,98.6,7.0,5.5,Honda
Maruti Alto LXI,Kolkata,2019,1000,Petrol,Manual,First,24.0,796.0,47.3,5.0,1.75,Maruti
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2013,42000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,32.0,Mercedes-Benz
Honda City ZX VTEC Plus,Coimbatore,2009,76677,Petrol,Manual,Third,16.0,1497.0,100.0,5.0,5.6,Honda
Audi A8 L 3.0 TDI quattro,Kochi,2013,66848,Diesel,Automatic,First,11.0,2967.0,246.7,5.0,45.0,Audi
Hyundai Santro Xing GL,Ahmedabad,2007,78000,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.45,Hyundai
Maruti Swift Dzire VDi,Delhi,2010,111166,Diesel,Manual,First,19.0,1248.0,73.9,5.0,3.7,Maruti
Hyundai Verna CRDi ABS,Chennai,2007,76000,Diesel,Manual,First,18.0,1493.0,110.0,5.0,2.0,Hyundai
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2012,94049,Diesel,Automatic,First,12.0,1968.0,167.6,5.0,25.46,Audi
BMW X1 sDrive20d,Ahmedabad,2014,47000,Diesel,Automatic,First,17.0,1995.0,184.0,5.0,18.5,BMW
Tata Indica DLS,Chennai,2006,140000,Diesel,Manual,Second,13.0,1405.0,94.0,5.0,0.75,Tata
Tata Nano XT,Delhi,2015,20047,Petrol,Manual,First,23.0,624.0,37.48,4.0,0.75,Tata
BMW 7 Series 730Ld DPE Signature,Chennai,2017,16000,Diesel,Automatic,First,16.7,2993.0,261.49,5.0,5.6,BMW
Honda Brio 1.2 S MT,Chennai,2012,27000,Petrol,Manual,First,18.0,1198.0,86.8,5.0,3.95,Honda
Maruti Alto 800 2016-2019 LXI,Mumbai,2018,1001,Petrol,Manual,First,24.0,796.0,47.3,5.0,2.9,Maruti
Hyundai i20 1.2 Sportz,Kolkata,2010,89312,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8,Hyundai
Hindustan Motors Contessa 2.0 DSL,Pune,1996,65000,Diesel,Manual,Second,14.0,1995.0,94.0,5.0,5.6,Hindustan
Renault Duster 110PS Diesel RxZ,Pune,2012,93000,Diesel,Manual,Second,19.0,1461.0,108.45,5.0,8.58,Renault
Maruti Swift Dzire VDI,Kolkata,2013,48000,Diesel,Manual,First,23.0,1248.0,74.0,5.0,7.39,Maruti
Maruti Dzire ZDI,Coimbatore,2014,64917,Diesel,Manual,First,28.0,1248.0,73.75,5.0,4.65,Maruti
Honda City i VTEC V,Jaipur,2017,19678,Petrol,Manual,First,17.0,1497.0,117.3,5.0,8.09,Honda
Jaguar XF Diesel,Kolkata,2014,12000,Diesel,Automatic,First,14.7,2993.0,270.9,5.0,27.95,Jaguar
BMW 3 Series 320d Luxury Line,Delhi,2014,41309,Diesel,Automatic,First,18.8,1995.0,184.0,5.0,20.75,BMW
BMW 3 Series Luxury Line,Coimbatore,2018,25038,Diesel,Automatic,First,21.7,1995.0,190.0,5.0,26.5,BMW
Chevrolet Beat Diesel LS,Coimbatore,2016,68673,Diesel,Manual,First,25.4,936.0,56.3,5.0,3.15,Chevrolet
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,26343,Diesel,Automatic,First,19.2,2143.0,167.62,5.0,39.41,Mercedes-Benz
Maruti Omni E 8 Str STD,Bangalore,2005,81245,Petrol,Manual,Fourth & Above,16.0,796.0,34.2,8.0,2.35,Maruti
Nissan Micra Diesel XV,Delhi,2012,62100,Diesel,Manual,First,23.0,1461.0,63.1,5.0,3.5,Nissan
Volkswagen Vento Petrol Highline,Pune,2013,104000,Petrol,Manual,First,15.0,1598.0,103.6,5.0,3.8,Volkswagen
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,114831,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,19.0,Audi
Fiat Linea Dynamic,Mumbai,2010,46000,Petrol,Manual,First,14.0,1368.0,88.7,5.0,5.6,Fiat
Hyundai Verna 1.6 SX,Jaipur,2014,80000,Diesel,Manual,First,22.3,1582.0,126.32,5.0,4.6,Hyundai
Hyundai i20 Active 1.2 S,Kolkata,2016,9201,Petrol,Manual,First,17.1,1197.0,81.86,5.0,5.8,Hyundai
Honda Brio V MT,Kochi,2013,55311,Petrol,Manual,First,19.0,1198.0,86.8,5.0,3.65,Honda
Honda Mobilio RS Option i DTEC,Coimbatore,2015,58217,Diesel,Manual,First,24.0,1498.0,98.6,7.0,6.5,Honda
Mitsubishi Pajero Sport 4X4,Delhi,2013,70655,Diesel,Manual,First,13.0,2477.0,175.56,7.0,15.0,Mitsubishi
Hyundai i10 Magna,Kolkata,2015,46000,Petrol,Manual,First,20.3,1197.0,78.9,5.0,3.55,Hyundai
Tata Manza Club Class Quadrajet90 LS,Pune,2014,125000,Diesel,Manual,First,21.0,1248.0,88.8,5.0,2.9,Tata
Renault Duster Adventure Edition,Mumbai,2014,59000,Diesel,Manual,First,19.0,1461.0,108.45,5.0,6.7,Renault
Hyundai Verna CRDi 1.6 AT SX Plus,Mumbai,2013,66000,Diesel,Automatic,Second,22.0,1582.0,126.2,5.0,5.25,Hyundai
Maruti Ritz VDi,Hyderabad,2009,82242,Diesel,Manual,First,21.0,1248.0,73.9,5.0,3.11,Maruti
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2012,107281,Diesel,Manual,First,12.0,2494.0,102.0,8.0,15.65,Toyota
Tata Sumo EX 10/7 Str BSII,Chennai,2015,196000,Diesel,Manual,Second,12.0,1948.0,68.0,10.0,5.6,Tata
Audi Q3 35 TDI Quattro Premium Plus,Ahmedabad,2015,75000,Diesel,Automatic,First,15.1,1968.0,181.0,5.0,20.37,Audi
Fiat Grande Punto 1.2 Emotion,Kolkata,2011,11791,Petrol,Manual,First,16.0,1172.0,68.0,5.0,5.6,Fiat
Hyundai Elantra SX,Ahmedabad,2013,46000,Petrol,Manual,First,16.0,1797.0,147.5,5.0,8.3,Hyundai
Volkswagen Polo Diesel Trendline 1.2L,Pune,2011,81000,Diesel,Manual,Second,22.0,1199.0,73.9,5.0,5.0,Volkswagen
Toyota Etios Cross 1.2L G,Coimbatore,2015,46950,Petrol,Manual,First,17.7,1197.0,78.8,5.0,5.6,Toyota
Hyundai Grand i10 Asta Option,Chennai,2017,18000,Petrol,Manual,First,18.0,1197.0,82.0,5.0,5.88,Hyundai
Mahindra Scorpio S4 7 Seater,Coimbatore,2016,95942,Diesel,Manual,First,15.0,2179.0,120.0,7.0,7.45,Mahindra
Maruti Ciaz VXi Plus,Kochi,2016,42925,Petrol,Manual,First,20.7,1373.0,91.1,5.0,7.47,Maruti
Ford Figo Petrol Titanium,Hyderabad,2014,33750,Petrol,Manual,First,15.0,1196.0,70.02,5.0,2.4,Ford
Mini Cooper S,Mumbai,2016,14000,Petrol,Automatic,First,13.0,1598.0,181.0,4.0,17.0,Mini Cooper
Hyundai Creta 1.6 CRDi SX,Bangalore,2015,29000,Diesel,Manual,First,19.6,1582.0,126.2,5.0,13.75,Hyundai
Mahindra XUV500 W8 2WD,Kochi,2015,67365,Diesel,Manual,First,15.0,2179.0,140.0,7.0,8.1,Mahindra
Mahindra XUV500 W8 2WD,Coimbatore,2014,67791,Diesel,Manual,First,15.0,2179.0,140.0,7.0,8.1,Mahindra
Mahindra Thar CRDe AC,Hyderabad,2016,20000,Diesel,Manual,First,16.5,2498.0,105.0,6.0,5.5,Mahindra
Maruti Swift Dzire VDi,Jaipur,2011,90198,Diesel,Manual,Second,19.0,1248.0,73.9,5.0,3.7,Maruti
Hyundai i10 Sportz 1.1L,Pune,2010,77000,Petrol,Manual,First,19.8,1086.0,68.05,5.0,3.59,Hyundai
Maruti Ciaz VXi,Kochi,2017,42520,Petrol,Manual,First,20.7,1373.0,91.1,5.0,5.6,Maruti
Maruti Wagon R LXI DUO BSIII,Jaipur,2009,87829,LPG,Manual,First,24.22,1061.0,57.5,5.0,1.45,Maruti
Maruti Baleno Delta CVT,Ahmedabad,2017,21701,Petrol,Automatic,First,21.0,1197.0,83.1,5.0,7.29,Maruti
Maruti Alto LX BSIII,Coimbatore,2008,86033,Petrol,Manual,First,19.0,796.0,46.3,5.0,1.2,Maruti
Hyundai Xcent 1.2 Kappa S Option,Mumbai,2015,25000,Petrol,Manual,First,19.0,1197.0,81.86,5.0,5.12,Hyundai
Toyota Corolla Altis Diesel D4DG,Kolkata,2011,45000,Diesel,Manual,First,21.4,1364.0,87.2,5.0,9.23,Toyota
